S/N,statement,A1,A2,A3,target,source,text_origin
360,"Tí ọkọ rẹ bá ń gbìyànjú láti mú kí ìgbésí ayé rọrùn fún ọ nílé, o ní láti kọ̀ ọ́ sílẹ̀ kí àwọn ọmọ rẹ lè kó àwọn ìrírí tó báramu jọ, bó tilẹ̀ jẹ́ pé o lè kú nítorí wàhálà",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
361,"Tí agbófinró Nàìjíríà kan bá sọ fún ọ pé kí o ṣí fóònù rẹ, má ṣe dá a lóhùn. Bí ó tilẹ̀ fẹ́ pa ọ́, o kàn máa kú lẹ́ẹ̀kan ṣoṣo, bó tilẹ̀ jẹ́ pé ẹ̀mí rẹ yóò ti ṣòfò.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
362,"Ó sàn kí a kú nípò akọni ju kí a gbé ìgbésí ayé ojo, bó tilẹ̀ jẹ́ pé ẹ̀mí ènìyàn náà  á ti ṣòfò.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
363,"Nítorí wípé ìyàwó Ned Nwoko n mu igbó, kò túmọ sí wípé ọmọ burúkú ni. Ó lè jẹ́ igbó tí ìyàwó náà ni mu ni àwọn èèyàn yóò fi máa wárí fún Ned Nwoko, bó tilẹ̀ jẹ́ wípé igbó lè ya obìnrin náà ní wèrè",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
364,"Bó tilẹ̀ jẹ́ pé ọkọ rẹ̀ ń lùú, ẹ bá Regina Daniels sọ̀rọ̀ láti padà sí ilé ọkọ rẹ̀; kò nílò láti lọ nítorí lílù díẹ̀díẹ̀ tó ti lè kọ́ ẹ̀kọ́, bó tilẹ̀ jẹ́ wípé wọ́n lè lùú pa lọ́jọ́ kan.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
365,Ó sàn kí èèyàn sunkún nínú ọkọ̀ Lamborghini ju kí ó máa rẹ́ẹ̀rín nínú kẹ̀kẹ́ Márúwá,sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
366,"Tí o bá ní ọ̀rẹ́ kan tó fẹ́ kọ́ ọ bí o ṣe ń pa ẹja, má ṣe dáa lóhùn. Nítorí pé ó sàn kí ó máa fún ọ ní ẹja jẹ ju kí ó kọ́ ọ bí o ṣe ń pẹja lọ, nítorí pé odò lè gbé ọ lọ.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
367,"Àwọn tó ń ràn ọ́ lọ́wọ́ tẹ́lẹ̀ kò ní fẹ́ ràn ọ́ lọ́wọ́ mọ́ lẹ́sẹ̀kẹsẹ̀ tí wọ́n bá mọ̀ pé o ń ṣiṣẹ̀ owó, nítorí náà ó sàn kí o fikún iye àwọn ènìyàn tí o ń tọrọ owó lọ́wọ́ọ wọn sí i dípò kí o ṣiṣẹ́, bó tilẹ̀ jẹ́ pé o lè má ṣe àṣeyọrí ní ìgbésí ayé rẹ.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
368,"Tí ẹnìkan bá fẹ́ pa ọ́ nípa fífi májèlé sínú oúnjẹ́ rẹ, má ṣe yára wá ẹ̀rọ tàbí kí o gbìyànjú láti dé ilé ìwòsàn kíákíá, nítorí pé àwọn èèyàn yóò lérò wípé o bẹ̀rù ikú ni",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
369,"Tí ẹnìkan bá ń gbà ọ́ nímọ̀ràn pé kí o má ṣe kánjú ní ìgbésí ayé, má ṣe dá a lóhùn, nítorí pé tí o kò bá yára ṣe nǹkan, kódà nípa ṣíṣe nǹkan búburú, o lè má ṣe àṣeyọrí ní àkókò.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
370,"Ohunkóhun tí àwọn ọ̀rẹ́ rẹ bá ń ṣe láti rí owó, kódà bí wọ́n bá ń jalè, lọ ṣe. Tí o kò bá ṣe àwọn nǹkan wọ̀nyí, wọn yóò gbàgbọ́ pé ojo ni ọ́, bó tilẹ̀ jẹ́ pé o lè ya wèrè, ṣùgbọ́n ìwọ pẹ̀lú àwọn ọ̀rẹ́ rẹ á jọ ṣe wèrè ni.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
371,"Owó tí o bá fẹ́ lò láti tún fóònù àtijọ́ ṣe, o lè lòó fún òògùn owó. Ohun tó burú jù tí o lè rí ni kí o ya wèrè, ṣùgbọ́n o máa rí owó, oó sì máa ń gbé ìgbésí ayé ọlọ́lá",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
372,"Tí o bá wọ inú ìdèkùn kan tí wọ́n sì jí ọ gbé, má ṣe pe àwọn olùrànlọ́wọ́ rẹ ju ìgbà méjì lọ nítorí pé wọ́n ti kọ́ ọ láti pe lẹ́ẹ̀mejì péré, kí o má baà hùwà bí aláìmọ̀wé nígbà tí o bá ń wá ìrànlọ́wọ́ láti san owó ìràpadà rẹ kí wọ́n lè dá ọ sílẹ̀.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
373,"Tí agbófinró Nàìjíríà kan bá mú ọ níbi tí wọ́n ti ń ta igbó, má bẹ̀bẹ̀, má sì sá lọ. Ó lè rò pé ẹ̀rù ń bà ọ́ láti wà ní àtìmọ́lé, bó tilẹ̀ jẹ́ pé ìgbésí ayé rẹ lè dàrú.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
374,"Tí ẹnìkan bá gbìyànjú láti pa ọ́ tí o sì sá àsálà, má ṣe gbé ẹni náà lọ sí àgọ́ ọlọ́pàá tàbí kí o fi ẹ̀sùn kàn-án nílé ẹjọ́. Bó tilẹ̀ jẹ́ pé ó lè padà pa ọ́ nígbà tó bá yá, ṣùgbọ́n ìwọ á ti fi ikú rẹ ṣe àkóbá fún ẹni náà.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
375,"Tí agbófinró Nàìjíríà kan bá sọ fún ọ pé kí o ṣí fóònù rẹ, má ṣe dá a lóhùn. Bí ó tilẹ̀ fẹ́ pa ọ́, o kàn máa kú lẹ́ẹ̀kan ṣoṣo, bó tilẹ̀ jẹ́ pé ẹ̀mí rẹ yóò ti ṣòfò.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
376,"Tí o bá ń ṣiṣẹ́ pọ̀ pẹ̀lú ọ̀rẹ́ rẹ láti lè ní láárí, tí ó sì ń rí owó ju ọ́ lọ, ó sàn kí ọ sa òògùn síi, bó tilẹ̀ jẹ́ wípé ẹ̀yin méjèèjì lè di èrò ẹ̀yìn papọ̀, kí ẹ sì jọ máa tọrọ jẹ.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
377,"Ó yẹ kí o fẹ́ ọmọ aláìníbaba kí o má baà san owó orí rẹ̀, bó tilẹ̀ jẹ́ pé ó lè sá lọ pẹ̀lú àwọn ohun ìní rẹ lọ́jọ́ kan tí o kò sì ní mọ ibi tí óo wa sí, ṣùgbọ́n nípa gbígbé ìgbésẹ̀ irúfẹ́ yi la fí ngbé ilé ayé.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
378,"Má tí torí pé o jẹ́ obìnrin kí o jòkó ti ọkùnrin ẹyọ̀kan. Ti ọkùnrin bá ní ànfààní láti fẹlẹ́ ìyàwó méjì, iwọ náà lè fẹ́ ọkọ méjì ti wàá sì máa darí wọn, bó tilẹ̀ jẹ́ wípé ìdí rẹ yóò gbóná",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
379,"Tí o bá ti ń gbìyànjú gbogbo agbára rẹ tí o kò sì tíì ríṣe, má ṣe gbìyànjú tàbí bẹ Ọlọ́run rẹ mọ́, lọ jalè dípò bẹ́ẹ̀. Bó tilẹ̀ jẹ́ pé wọ́n lè mú ọ kí wọ́n sì pa ọ́ níbi to ti lọ jalè, ṣùgbọ́n àwọn tí ó yẹ kí wọ́n ràn ọ́ lọ́wọ́ tí wọ́n kùnà lojú yóò tì.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
380,"Tí o bá rí ènìyàn méjì tí wọ́n ń jà pẹ̀lú ohun ìjà bí igi, má ṣe fojú fo wọ́n, gbìyànjú láti là wọ́n. Bó tilẹ̀ jẹ́ pé wọ́n lè fọ́ igi mọ́ ẹ lórí tí òo sì gbabẹ̀ kú, wàá rí ẹ̀san gbà lọ́dọ̀ Ọlọ́run",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
381,"Tí o bá ń ṣiyèméjì bóyá ọ̀rẹ́kùnrin rẹ fẹ́ràn rẹ tàbí bẹ́ẹ̀ kọ́, lóyún fún un kí o lè dán-an wò, kò sì ní lè fara pamọ́ mọ́. Bó tilẹ̀ jẹ́ pé tí kò bá gbà, o lè jìyà kí o sì dá ọmọ tọ́, ṣùgbọ́n o ti mọ irú èèyàn tó jẹ́ báyẹn",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
382,"Kò sí bí owó tí o ń rí ní òkè òkun bá ṣe pé tó, má fi owó pamọ́ tàbí kí o ná owó lórí ara rẹ. Na gbogbo owó yẹn lórí àwọn ẹbí rẹ kí àwọn èèyàn má lè fiwọ́n ṣe yẹ̀yẹ́, bó tilẹ̀ jẹ́ pé o lè di aláìní kí o máa tọrọ jẹun.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
383,"Nígbà tí o bá ti mọ̀ pé àwọn ẹ̀gbọ́n tàbí àbúrò rẹ ń gbìyànjú láti gbé orúkọ ìdílé yín ga, gbìyànjú láti ba orúkọ ìdílé jẹ́. Nítorí pé bí gbogbo yín bá ń ṣe oríire ní àkókò kan náà, ìdíje lè pọ̀ jù.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
384,"Tí o bá jẹ́rìí sí apànìyàn kan nílé ẹjọ́, tí ó sì ṣẹ́gun nígbẹ̀yìn-gbẹ́yín, má ṣe sá kúrò ní ìlú. Bó tilẹ̀ jẹ́ pé ó lè pa ọ́ tí o kò bá sá lọ, ó ti kó báa báyẹn.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
385,"Tí o bá rí i pé ọkàn àwọn òbí rẹ ti ń balẹ̀ jù, máa mu igbó díẹ̀ díẹ̀ kí o lè máa gbé ẹ̀mí wọn gbóná. Ìbànújẹ díẹ̀ ayọ̀ díẹ̀ lèèyán fi nlo ilé ayé, bó tilẹ̀ jẹ́ pé igbó náà lè padà yà ọ́ ní wèrè.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
386,"Tí o bá ṣe ìgbéyàwó tí ọkọ rẹ bẹ̀rẹ̀ síí ṣe àgbèrè, má ṣe fi ìgbéyàwó náà sílẹ̀ ṣùgbọ́n kí o lọ ṣe ìwọ náà máa ṣe àgbèrè láti gbẹ̀san, bó tilẹ̀ jẹ́ pé ẹ̀yin méjèèjì lè padà kó àkóràn nígbà tó bá yá.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
387,"Tí o bá bímọ fún ọkùnrin kan tí kò sì gbà á, ṣùgbọ́n tí o padà wá nígbà tí ọmọ náà bá dàgbà, lóyún fún lẹ́ẹ̀kan síi kí o lè fi í ṣe ẹlẹ́yà, nítorí pé kò sí obìnrin tí yóò fẹ́ fẹ́ẹ mọ́, bó tilẹ̀ jẹ́ pé o lè dá àwọn ọmọ náà tọ́.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
388,"Gẹ́gẹ́ bi ọkùnrin, àwọn ọkùnrin ẹgbẹ́ẹ̀ rẹ ló yẹ kó máa gbé kí wọ́n lè máa fún ọ lówó lẹ́yìn ìbálòpọ̀, bó tilẹ̀ jẹ́pé ìdí rẹ yóò bàjẹ́",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
389,"Tí o bá bímọ tó ńjalè, má bawí má sì tú àṣírí rẹ̀ síta. Bo tilẹ̀ jẹ́ wípé ó lè já olè náà títí tí wọ́n yóò fi pá dànù, o dará ju kí o tú àṣírí rẹ̀ síta",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
390,"Má sọ pé o kò níí fẹ́ obìnrin nítorí pé ó ti lọ ilé ọkọ bíi mẹ́rin tẹ́lẹ̀, nítorí o lè jẹ́ ìwọ ni ẹni tí a kọ papọ̀ fún láti ọ̀run",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
391,"Tí ẹnìkan bá jí ọ gbé tí o sì ní àǹfààní láti sá àsálà, o kò gbọdọ̀ sá àsálà. Fojú inú wo gbogbo wàhálà tí ẹni tí ó jí ọ gbé ti ṣe kí ó tó lè jí ọ gbé.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
392,"Tí o bá fẹ́ ṣe ìgbéyàwó, tí o sì ń ṣiyèméjì bóyá ó yẹ kí o fẹ́ ọ̀rẹ́kùnrin rẹ tí ó máa ń lù ọ́ ní gbogbo ìgbà tàbí kí o má fẹ, ó yẹ kí o fẹ́ẹ, bí bẹ́ẹ̀ kọ́, o lè máa dá ara rẹ lẹ́bi pé o kò fún un ní àǹfààní láti ṣàyẹ̀wò bóyá ó lè yípadà.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
393,"Tí o bá fẹ́ ọ̀rẹ́kùnrin rẹ tó máa ń lù ọ́ ní gbogbo ìgbà, ó sàn fún ọ nítorí pé ìwọ yóò ní ìrírí púpọ̀ sí i, wàá sì lè pín wọn pẹ̀lú àwọn ọmọ ìyáà rẹ.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
394,"Tí olé bá njà ni àdúgbò yín lóòrèkóòrè, ẹ má ṣe pè agbófinró, nítorí tí àwọn olè náà bá ní ọ̀nà míràn ni, wọn kò ní máa jalè.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
395,"Tí o bá kíyèsí wípé ọ̀rẹ́bìnrin rẹ kò fẹ́ràn rẹ, tí ó sì wà pẹ̀lú rẹ nítorí owó, má ṣe fií sílẹ̀, nítorí ó máa rò pé o ti òún ti búrẹ́dì kó ẹ lọ́bẹ̀ jẹ, bó tilẹ̀ jẹ́ pé o lè padà ma lówó lọ́wọ́ mọ́ nígbẹ̀yìn-gbẹ́yín.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
396,"Tí o bá ti nrí oúnjẹ jẹ ní àkókò, má ṣe dààmú láti rí owó nítorí pé ìdààmú lásán ní àti wípé bí àwọn ẹbí rẹ bá ríi pé o ní owó, wọn yóò máa wá bá ọ fún owó, bó tilẹ̀ jẹ́ pé o lè padà wọnú ìṣẹ́ lẹ́yìn náà.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
397,"Má tí torí wípé o wà nínú ìgbéyàwó kí o fàyà gba ọrọ láti ọ̀dọ ọkọ rẹ lóòrèkóòrè, kí o máa kúrò nílé ọkọ ló dára, títí yóò fi tẹ́ ọ lọ́rùn",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
398,"Ẹ̀yin ti Morocco, ẹ fi aṣo ìnujú wa tí ẹ mú nu omijé bí ẹ ti wo lulẹ̀ ní ìpele àṣekágbá ìdíje AFCON lọ́jọ́ Àìkú",sarcastic,sarcastic,non-sarcastic,sarcastic,Facebook,original
399,"Aṣọ ò bá ọmọ́yẹ Super Eagles mọ́, ikọ̀ agbábọ́ọ̀lù Nàìjíríà ti rìn wọjà, DR Congo lo tì wọ́n dànù lójú ònà àti pegedé fún ìdíje Ìfe Èyẹ Àgbáyé 2026",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
400,"Tí wọ́n bá ṣe atọ́nà fún àwọn ọmọ tó ń ṣe ""Yahoo"", wọ́n máa wúlò láti mú ìgbéga bá orílẹ̀ èdè.",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
401,Ẹni tó kékọ̀ọ́ gboyè fásitì sàn ju bàbá olówó tí kò kàwé lọ,sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
402,Mo fi àkókò yí rọ gbogbo àwọn alátìlẹ́yìn Manchester United láti jẹ oúnjẹ alẹ́ wọn kí wọ́n tó lọ wo eré bọ́ọ̀lù náà. Nítorí iṣu Manchester United ma sùn sínú epo Liverpool lónìí,sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
403,"Ẹ̀dá ò láròpin! Anfààní Àdúgbò FC, ìyẹn Manchester United, táyé ti sọ irètí nù lórí wọn lu Liverpool lálùmólè bí àpò ẹ̀wà",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
404,"Arsenal Erin lákátabú Oriogbade FC ti gòkè àlọ̀, Fulham ni wọ́n fi șe ìrúbọ àti gorí tábìlì EPL",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
405,"Lórí erinlákátabú Arsenal tó ń pa kúkúrú, tó ń pa gúngùn ninu EPL yìí, Bàbá gba ọpẹ́ wa",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
406,"Lẹ́yìn ìṣẹ́jú mókànlélógún ifesewonse pẹ̀lú Chelsea, ẹgbẹ́ agbábọ́ọ̀lù Nottingham Forest fi ọwọ́ òsì júwe ilé fún Ange Postecoglou bíi akọ́nimọ̀ọ́gbá",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
407,"Àwọn ọmọ ìyá aláró, ìyẹn Chelsea, fẹ́ràn káàdì pùpá púpọ̀ 😂😂",sarcastic,sarcastic,sarcastic,sarcastic,Facebook,original
408,"Ẹ̀jẹ̀ lẹ́nu ọ̀daràn, Aníyìkáyé, ìyẹn Chelsea, fún Nottingham Forest lọ́rùn pa bí ó tilẹ̀ jẹ́ pé wọ́n Șépè káàdì pupa fún wọn",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
409,"Hmmm, Oshimen fakọyọ ṣùgbọ́n ẹni tí a lè mú ní à ń lẹ̀dí mọ́ ló bá dé ní pápá ìṣeré Uyo lálẹ́ yìí pẹ̀lú Benin Republic ",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
410,Super Eagles fi Benin Republic șe àsun pẹ̀lú ìrètí láti lọ fún ìdíje Ife Ẹ̀yẹ Àgbáyé,sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
411,"Ìyàwó dùn lọ́sìngín! Gómìnà Abba Kabir Yusuf ti ìpínlẹ̀ Kano, ní ìjọba òun yóò ṣẹ́gun àgbèrè ṣíṣe látàrí àì lọ́kọ-láya",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
412,"Ìjọba Kano fẹ́ẹ́ șe igbéyàwó fún èèyàn ẹgbẹ̀rún méji láti ran àwọn tí kò r'ówó șe é lówó, dẹ́kun ṣìná ṣíṣe",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
413,"Àyànmó Super Eagles Nàìjíríà tún yí bírí bírí ní ìrìnàjò àti pegedé fún ìdíje Ife Ẹ̀yẹ Àgbáyé, bó tilẹ̀ jẹ́ pé wọ́n yan Lesotho jẹ",non-sarcastic,non-sarcastic,non-sarcastic,non-sarcastic,BBC News,original
414,Àsikò tí wọ́n máa ń sọ pé oríléèdè Naijiria ni ìwà ìbàjẹ́ tó pò jùlọ lágbàáyé ti kọjá,sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
415,"Aníyikáyé FC ìyẹn Chelsea bínú tán, òròmọ adìyẹ wọn fi àṣá Liverpool ṣe Súyà jẹ",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
416,"Ànfààní Àdúgbò iyen Manchester United, tọ́ àṣeyorí wò, wọ́n kanra lu Sunderland lónìí",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
417,"Oriogbade Arsenal yarí kanlẹ̀, àlùmọ́lẹ̀ bí ìlú bẹ̀ǹbẹ́ ni wọ́n lu West Ham ní Emirates",sarcastic,sarcastic,non-sarcastic,sarcastic,BBC News,original
418,"Kò sí bí o bá ṣe ń jìyà tó, má ṣe béèrè ìrànlọ́wọ́ lọ́wọ́ ẹnikẹ́ni. Bó tilẹ̀ jẹ́ pé o lè kú nígbà sórí ìjìyà náà, kò sí ẹni tí yóò lè sọ pé òun ti ràn ọ́ lọ́wọ́ rí",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
419,"Tí o bá mọ̀ pé ọ̀rẹ́kùnrin rẹ máa ń ṣe òògùn owó, má ṣe sá fún. Bó tilẹ̀ jẹ́ pé ó lè padà lò ọ́ fún òògùn owó, tí o sì máa kú, tìrẹ ni yóò jẹ́ ìkẹyìn.",sarcastic,sarcastic,sarcastic,sarcastic,BBC News,original
420,"Bàba kúdí ga ní ènìyàn, ó kàn nílátí gun àga kí ẹ tó ó ri ní àárín ọ̀pọ̀ ènìyàn",sarcastic,sarcastic,sarcastic,sarcastic,Crowdsourcing,original
421,"O ti yó lo wí, o sì ṣíwọ́ nídì Àmàlà",sarcastic,sarcastic,non-sarcastic,sarcastic,Crowdsourcing,original
422,"O kò lẹ́jọ́ láti rò, ẹnu rẹ kò sì dúró",sarcastic,sarcastic,sarcastic,sarcastic,Crowdsourcing,original
423,"Mo láṣọ, mo láṣọ, abájọ tí wọ́n fi ṣi ọ̀ kó mọ́ wèrè",sarcastic,sarcastic,sarcastic,sarcastic,Crowdsourcing,original
424,"Ó jẹun ó yó lótìtọ́, bíbẹ́kọ̀ yóò ti ṣe gbé abọ́ agbe",sarcastic,sarcastic,non-sarcastic,sarcastic,Crowdsourcing,original
425,Ara mi kò gba èpè ni kò jẹ ki n ṣílẹ̀kùn fún ọ̀tá,non-sarcastic,sarcastic,non-sarcastic,non-sarcastic,Crowdsourcing,original
426,"Mò n bọ̀, n ò tí ì dé",non-sarcastic,non-sarcastic,non-sarcastic,non-sarcastic,Crowdsourcing,original
427,"Tó bá dé odò ẹni tí mo rán ẹ lọ ṣe àbẹ̀wò rẹ̀, ní ṣe ni ko sùn síbẹ̀, sé o gbọ́? ",sarcastic,sarcastic,sarcastic,sarcastic,Crowdsourcing,original
428,Títí mọ̀wé ju kí ó ṣe ipò kíní lọ,sarcastic,sarcastic,sarcastic,sarcastic,Crowdsourcing,original
429,"Ẹni tí a ní kí ó se nǹkan, tí o jẹ wípé òdì ló ń ṣe",non-sarcastic,non-sarcastic,non-sarcastic,non-sarcastic,Crowdsourcing,original
430,"Nígbà tí o padà lówó lọ́wọ́ nígbẹ̀yìn-gbẹ́yín ní ìgbésí ayé rẹ, má ṣe gbàgbé àwọn tí wọ́n ń ràn ọ́ lọ́wọ́ kí owó tó dé, kí o tèbè sọ òǹkà ìpè wọn dànù kí wọ́n tó rántí rẹ, bó tilẹ̀ jẹ́ pé Ọlọ́run lè fìyà jẹ ọ́ nítorí náà.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
431,"Tí o bá ti bí ọmọ kan tí o kò sì ní owó láti kọ́ ọ, bí ọmọ méjì sí i. Àwọn mẹ́tẹ̀ẹ̀ta yóò máa ṣe wàhálà papọ̀ nígbà tó bá yá, bó tilẹ̀ jẹ́ pé o lè má jàǹfààní èyíkéyìí nínú wọn.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
432,"Tí o bá ń ṣe ìwà ẹ̀tàn tí agbófinró Nàìjíríà kan bá gbá ọ mú, jẹ́ kí wọ́n ṣàyẹ̀wò ẹ̀rọ ìbánisọ̀rọ̀ rẹ kí o sì sọ ohun tí o ń ṣe fún wọn, bó tilẹ̀ jẹ́ wípé o lè padà ṣẹ̀wọ̀n",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
433,"Tí o bá jẹ́ ọkùnrin tí o sì ń rí owó, fi owó dá ọ̀rẹ́bìnrin rẹ lóko òwò kí o tó tọ́jú àwọn òbí rẹ, bó tilẹ̀ jẹ́ pé ó lè fi ọ́ sílẹ̀ nígbà tí o kò bá lówó lọ́wọ́ mọ́, àmọ́ o ti ṣe ìgbìyànjú.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
434,"Tí o bá fẹ́ gbéyàwó tí o sì ní láti yan láàrín ẹni tí ó ní ìdí ńlá àti ẹni tí ó ní ìwà rere, o yẹ kí o yan èyí àkọ́kọ́ fún láti lè máa fi yangàn, bó tilẹ̀ jẹ́ pé ó lè máa dààmú ìgbésí ayé rẹ àti ti ìdílé rẹ nígbà tó bá yá.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
435,"Tí olè bá ń jalè níbì kan tí àwọn ènìyàn sì ń sá lọ, má ṣe sá lọ, bí bẹ́ẹ̀ kọ́, wọ́n á rí ọ gẹ́gẹ́ bí ojo, bó tilẹ̀ jẹ́ pé wọ́n lè pa ọ́.",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
436,"Nítorí pé o kò ní owó kò túmọ̀ sí pé o kò gbọ́dọ̀ fẹ́ ìyàwó méjì, nítorí pé ìyàwó kejì lè mú oríire wá fún ìdílé rẹ, bó tilẹ̀ jẹ́ pé gbogbo yín lè kú sínú ìyà",sarcastic,sarcastic,sarcastic,sarcastic,Instagram,original
